title,word_count,character_count,bigrams,lemma,pos,tag,dep,label,context_score,trigger_words,category
Teknival,1,8,[],['Teknival'],['PROPN'],['NNP'],['ROOT'],['PERSON'],{'teknival': 1.0},['teknival'],business
16th Summit of the Non-Aligned Movement,6,39,"[('16th', 'Summit'), ('Summit', 'of'), ('of', 'the'), ('the', 'Non-Aligned'), ('Non-Aligned', 'Movement')]","['16th', 'Summit', 'of', 'the', 'Non', 'aligned', 'Movement']","['ADJ', 'PROPN', 'ADP', 'DET', 'PROPN', 'ADJ', 'PROPN']","['JJ', 'NNP', 'IN', 'DT', 'NNP', 'JJ', 'NNP']","['amod', 'ROOT', 'prep', 'det', 'amod', 'amod', 'pobj']","['ORDINAL', '', '', 'ORG', 'ORG', 'ORG', 'ORG']","{'summit': 0.6609821153418279, 'non': 0.08249300809713439, 'aligned': 0.08249300809713439, 'movement': 1.0}","['summit', 'non', 'aligned', 'movement']",international
Campaign of Grodno,3,18,"[('Campaign', 'of'), ('of', 'Grodno')]","['campaign', 'of', 'Grodno']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'GPE']","{'campaign': 1.0, 'grodno': 0.04954863449289369}","['campaign', 'grodno']",politics
Shaar HaNegev school bus attack,5,31,"[('Shaar', 'HaNegev'), ('HaNegev', 'school'), ('school', 'bus'), ('bus', 'attack')]","['Shaar', 'HaNegev', 'school', 'bus', 'attack']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN']","['NNP', 'NNP', 'NN', 'NN', 'NN']","['compound', 'compound', 'compound', 'compound', 'ROOT']","['PERSON', 'PERSON', '', '', '']","{'shaar_hanegev': 0.02777960849091535, 'school': 0.3343225362421147, 'bus': 0.3081716542456014, 'attack': 1.0}","['shaar_hanegev', 'school', 'bus', 'attack']",crime
Wars in Lombardy,3,16,"[('Wars', 'in'), ('in', 'Lombardy')]","['war', 'in', 'Lombardy']","['NOUN', 'ADP', 'PROPN']","['NNS', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'GPE']","{'wars': 1.0, 'lombardy': 0.040456188056076585}","['wars', 'lombardy']",politics
Maxim restaurant suicide bombing,4,32,"[('Maxim', 'restaurant'), ('restaurant', 'suicide'), ('suicide', 'bombing')]","['Maxim', 'restaurant', 'suicide', 'bombing']","['PROPN', 'NOUN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN', 'NN']","['compound', 'compound', 'compound', 'ROOT']","['PERSON', '', '', '']","{'maxim': 0.019905492178220713, 'restaurant': 0.038542888363286676, 'suicide': 0.0576737631164197, 'bombing': 1.0}","['maxim', 'restaurant', 'suicide', 'bombing']",crime
Rif Dimashq clashes (November 2011–March 2012),6,46,"[('Rif', 'Dimashq'), ('Dimashq', 'clashes'), ('clashes', '('), ('(', 'November'), ('November', '2011–March'), ('2011–March', '2012'), ('2012', ')')]","['Rif', 'Dimashq', 'clash', 'November', '2011', '–', 'March', '2012']","['PROPN', 'PROPN', 'NOUN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNS', 'NNP', 'CD', ':', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'npadvmod', 'nummod', 'punct', 'appos', 'nummod']","['GPE', 'GPE', '', 'DATE', 'DATE', '', 'DATE', 'DATE']","{'rif': 0.14749217856478092, 'dimashq': 0.051570277304794784, 'clashes': 0.21134361546443023, 'november_march': 1.0}","['rif', 'dimashq', 'clashes', 'november_march']",editorial
1978 World Ice Hockey Championships,5,35,"[('1978', 'World'), ('World', 'Ice'), ('Ice', 'Hockey'), ('Hockey', 'Championships')]","['1978', 'World', 'Ice', 'Hockey', 'Championships']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'EVENT', 'EVENT', 'EVENT', 'EVENT']","{'world': 1.0, 'ice': 0.18198725523802026, 'hockey': 0.23962736724492698, 'championships': 0.2812296639448327}","['world', 'ice', 'hockey', 'championships']",environment
Hezbollah involvement in the Syrian Civil War,7,45,"[('Hezbollah', 'involvement'), ('involvement', 'in'), ('in', 'the'), ('the', 'Syrian'), ('Syrian', 'Civil'), ('Civil', 'War')]","['Hezbollah', 'involvement', 'in', 'the', 'Syrian', 'Civil', 'War']","['PROPN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN']","['NNP', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP']","['compound', 'ROOT', 'prep', 'det', 'amod', 'compound', 'pobj']","['ORG', '', '', 'EVENT', 'EVENT', 'EVENT', 'EVENT']","{'hezbollah': 0.028928422002301085, 'involvement': 0.014641085285259176, 'syrian_civil_war': 1.0}","['hezbollah', 'involvement', 'syrian_civil_war']",politics
Colgan Air Flight 3407,4,22,"[('Colgan', 'Air'), ('Air', 'Flight'), ('Flight', '3407')]","['Colgan', 'Air', 'Flight', '3407']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'ORG', 'ORG']","{'colgan_air': 0.22987393271026227, 'flight': 1.0}","['colgan_air', 'flight']",travel
UTAGE Flight 141,3,16,"[('UTAGE', 'Flight'), ('Flight', '141')]","['UTAGE', 'Flight', '141']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'nummod']","['PERSON', 'PERSON', 'CARDINAL']","{'utage': 0.013410041193739545, 'flight': 1.0}","['utage', 'flight']",travel
Ganghwa massacre,2,16,"[('Ganghwa', 'massacre')]","['Ganghwa', 'massacre']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['', '']","{'ganghwa': 0.022857706336933035, 'massacre': 1.0}","['ganghwa', 'massacre']",crime
Chaos in Motion Tour,4,20,"[('Chaos', 'in'), ('in', 'Motion'), ('Motion', 'Tour')]","['chaos', 'in', 'Motion', 'Tour']","['NOUN', 'ADP', 'PROPN', 'PROPN']","['NN', 'IN', 'NNP', 'NNP']","['ROOT', 'prep', 'pobj', 'pobj']","['', '', '', '']","{'chaos': 0.01896746707588412, 'motion': 0.017488787942004105, 'tour': 1.0}","['chaos', 'motion', 'tour']",travel
The Rolling Stones Far East Tour 1965,7,37,"[('The', 'Rolling'), ('Rolling', 'Stones'), ('Stones', 'Far'), ('Far', 'East'), ('East', 'Tour'), ('Tour', '1965')]","['the', 'Rolling', 'Stones', 'Far', 'East', 'Tour', '1965']","['DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM']","['DT', 'NNP', 'NNPS', 'NNP', 'NNP', 'NNP', 'CD']","['det', 'compound', 'ROOT', 'compound', 'compound', 'appos', 'nummod']","['', '', '', '', '', '', 'DATE']","{'rolling': 0.014139557028127353, 'stones': 0.023977807711258608, 'far': 0.006799178052039307, 'east': 0.0451278907059563, 'tour': 1.0}","['rolling', 'stones', 'far', 'east', 'tour']",travel
Kaya Tour,2,9,"[('Kaya', 'Tour')]","['Kaya', 'Tour']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']","{'kaya': 0.01324755384542055, 'tour': 1.0}","['kaya', 'tour']",travel
Up All Night Tour,4,17,"[('Up', 'All'), ('All', 'Night'), ('Night', 'Tour')]","['up', 'all', 'Night', 'Tour']","['ADP', 'DET', 'PROPN', 'PROPN']","['RP', 'DT', 'NNP', 'NNP']","['ROOT', 'det', 'compound', 'pobj']","['', '', '', '']",{'tour': 1.0},['tour'],travel
Harrow and Wealdstone rail crash,5,32,"[('Harrow', 'and'), ('and', 'Wealdstone'), ('Wealdstone', 'rail'), ('rail', 'crash')]","['Harrow', 'and', 'Wealdstone', 'rail', 'crash']","['PROPN', 'CCONJ', 'PROPN', 'NOUN', 'NOUN']","['NNP', 'CC', 'NNP', 'NN', 'NN']","['nmod', 'cc', 'conj', 'compound', 'ROOT']","['PERSON', '', 'ORG', '', '']","{'harrow': 0.025427022439557842, 'wealdstone': 0.053605603965865944, 'rail': 0.6268979414793924, 'crash': 1.0}","['harrow', 'wealdstone', 'rail', 'crash']",crime
Get Lucky Tour,3,14,"[('Get', 'Lucky'), ('Lucky', 'Tour')]","['get', 'lucky', 'Tour']","['VERB', 'ADJ', 'PROPN']","['VB', 'JJ', 'NNP']","['ROOT', 'amod', 'dobj']","['', '', '']","{'lucky': 0.010380024433392991, 'tour': 1.0}","['lucky', 'tour']",travel
When Dream and Tour Unite,5,25,"[('When', 'Dream'), ('Dream', 'and'), ('and', 'Tour'), ('Tour', 'Unite')]","['when', 'dream', 'and', 'Tour', 'Unite']","['SCONJ', 'NOUN', 'CCONJ', 'PROPN', 'PROPN']","['WRB', 'NN', 'CC', 'NNP', 'NNP']","['advmod', 'ROOT', 'cc', 'compound', 'conj']","['', '', '', '', '']","{'dream': 0.03598252121638767, 'tour': 1.0, 'unite': 0.007950925840543431}","['dream', 'tour', 'unite']",travel
Miami Showband killings,3,23,"[('Miami', 'Showband'), ('Showband', 'killings')]","['Miami', 'Showband', 'killing']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NNS']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', '']","{'miami': 0.21818802538538365, 'showband': 0.10679033782943187, 'killings': 1.0}","['miami', 'showband', 'killings']",crime
Battle of the Basque Roads,5,26,"[('Battle', 'of'), ('of', 'the'), ('the', 'Basque'), ('Basque', 'Roads')]","['battle', 'of', 'the', 'Basque', 'Roads']","['NOUN', 'ADP', 'DET', 'PROPN', 'PROPN']","['NN', 'IN', 'DT', 'NNP', 'NNPS']","['ROOT', 'prep', 'det', 'compound', 'pobj']","['', '', '', 'NORP', '']","{'battle': 1.0, 'basque': 0.013770532927558945, 'roads': 0.012409934657374689}","['battle', 'basque', 'roads']",politics
Capture of Malacca (1511),4,25,"[('Capture', 'of'), ('of', 'Malacca'), ('Malacca', '('), ('(', '1511'), ('1511', ')')]","['capture', 'of', 'Malacca', '1511']","['NOUN', 'ADP', 'PROPN', 'NUM']","['NN', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', '', 'CARDINAL']","{'capture': 1.0, 'malacca': 0.08695445428197755}","['capture', 'malacca']",environment
Carthage nursing home shooting,4,30,"[('Carthage', 'nursing'), ('nursing', 'home'), ('home', 'shooting')]","['Carthage', 'nursing', 'home', 'shooting']","['PROPN', 'NOUN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN', 'NN']","['compound', 'compound', 'compound', 'ROOT']","['GPE', '', '', '']","{'carthage': 0.04943429025590584, 'nursing': 0.04943429025590584, 'home': 0.23986767263747535, 'shooting': 1.0}","['carthage', 'nursing', 'home', 'shooting']",crime
Mamasapano clash,2,16,"[('Mamasapano', 'clash')]","['Mamasapano', 'clash']","['PROPN', 'VERB']","['NNP', 'VBP']","['nsubj', 'ROOT']","['ORG', '']","{'mamasapano': 0.395868803438254, 'clash': 1.0}","['mamasapano', 'clash']",politics
Capture of Afulah and Beisan,5,28,"[('Capture', 'of'), ('of', 'Afulah'), ('Afulah', 'and'), ('and', 'Beisan')]","['capture', 'of', 'Afulah', 'and', 'Beisan']","['NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN']","['NN', 'IN', 'NNP', 'CC', 'NNP']","['ROOT', 'prep', 'pobj', 'cc', 'conj']","['', '', 'GPE', '', 'GPE']","{'capture': 1.0, 'afulah': 0.03987654058277999, 'beisan': 0.03987654058277999}","['capture', 'afulah', 'beisan']",environment
Le Paradis massacre,3,19,"[('Le', 'Paradis'), ('Paradis', 'massacre')]","['Le', 'Paradis', 'massacre']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', '']",{'paradis_massacre': 1.0},['paradis_massacre'],crime
T in the Park 2011,5,18,"[('T', 'in'), ('in', 'the'), ('the', 'Park'), ('Park', '2011')]","['t', 'in', 'the', 'Park', '2011']","['NOUN', 'ADP', 'DET', 'PROPN', 'NUM']","['NN', 'IN', 'DT', 'NNP', 'CD']","['ROOT', 'prep', 'det', 'pobj', 'nummod']","['', '', '', '', 'DATE']","{'t': 0.0, 'park': 1.0}","['t', 'park']",entertainment
Cyclone Arthur (2007),3,21,"[('Cyclone', 'Arthur'), ('Arthur', '('), ('(', '2007'), ('2007', ')')]","['Cyclone', 'Arthur', '2007']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['', '', 'DATE']","{'cyclone': 1.0, 'arthur': 0.06355531216587655}","['cyclone', 'arthur']",environment
2008 Minsk bombing,3,18,"[('2008', 'Minsk'), ('Minsk', 'bombing')]","['2008', 'Minsk', 'bombing']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'minsk': 0.04733404421307714, 'bombing': 1.0}","['minsk', 'bombing']",crime
Surinam Airways Flight 764,4,26,"[('Surinam', 'Airways'), ('Airways', 'Flight'), ('Flight', '764')]","['Surinam', 'Airways', 'Flight', '764']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'ORG', 'CARDINAL']","{'surinam': 0.011908000717814173, 'airways': 0.11995136440727736, 'flight': 1.0}","['surinam', 'airways', 'flight']",travel
2004 Grozny stadium bombing,4,27,"[('2004', 'Grozny'), ('Grozny', 'stadium'), ('stadium', 'bombing')]","['2004', 'Grozny', 'stadium', 'bombing']","['NUM', 'PROPN', 'NOUN', 'NOUN']","['CD', 'NNP', 'NN', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'GPE', '', '']","{'grozny': 0.021506970759656196, 'stadium': 0.0726388845075403, 'bombing': 1.0}","['grozny', 'stadium', 'bombing']",crime
Dobrodošao u Klub Tour,4,22,"[('Dobrodošao', 'u'), ('u', 'Klub'), ('Klub', 'Tour')]","['Dobrodošao', 'u', 'Klub', 'Tour']","['PROPN', 'NOUN', 'PROPN', 'PROPN']","['NNP', 'NN', 'NNP', 'NNP']","['ROOT', 'compound', 'compound', 'npadvmod']","['PERSON', '', '', '']","{'dobrodošao': 0.009810666028556958, 'u': 0.0, 'klub': 0.009810666028556958, 'tour': 1.0}","['dobrodošao', 'u', 'klub', 'tour']",travel
Sydney Gay and Lesbian Mardi Gras,6,33,"[('Sydney', 'Gay'), ('Gay', 'and'), ('and', 'Lesbian'), ('Lesbian', 'Mardi'), ('Mardi', 'Gras')]","['Sydney', 'Gay', 'and', 'Lesbian', 'Mardi', 'Gras']","['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP']","['nmod', 'nmod', 'cc', 'conj', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'sydney': 1.0, 'gay': 0.2881119126468314, 'lesbian': 0.11341264641290329, 'mardi': 0.11341264641290329, 'gras': 0.11341264641290329}","['sydney', 'gay', 'lesbian', 'mardi', 'gras']",entertainment
Breakup of Yugoslavia,3,21,"[('Breakup', 'of'), ('of', 'Yugoslavia')]","['breakup', 'of', 'Yugoslavia']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'GPE']","{'breakup': 0.2732060935682217, 'yugoslavia': 1.0}","['breakup', 'yugoslavia']",international
FIS Ski Jumping Continental Cup,5,31,"[('FIS', 'Ski'), ('Ski', 'Jumping'), ('Jumping', 'Continental'), ('Continental', 'Cup')]","['FIS', 'Ski', 'Jumping', 'Continental', 'Cup']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['compound', 'compound', 'compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'fis': 0.044886826464128574, 'ski': 0.043426128355964405, 'jumping': 0.022851536189671926, 'continental': 0.03934545870992631, 'cup': 1.0}","['fis', 'ski', 'jumping', 'continental', 'cup']",sports
Ekka,1,4,[],['Ekka'],['PROPN'],['NNP'],['ROOT'],[''],{'ekka': 1.0},['ekka'],business
USS Iowa turret explosion,4,25,"[('USS', 'Iowa'), ('Iowa', 'turret'), ('turret', 'explosion')]","['USS', 'Iowa', 'turret', 'explosion']","['PROPN', 'PROPN', 'NOUN', 'NOUN']","['NNP', 'NNP', 'NN', 'NN']","['compound', 'compound', 'compound', 'ROOT']","['LOC', 'LOC', '', '']","{'uss': 0.6842978450522932, 'iowa': 0.08220744504688611, 'turret': 0.08220744504688611, 'explosion': 1.0}","['uss', 'iowa', 'turret', 'explosion']",environment
USS Constellation vs La Vengeance,5,33,"[('USS', 'Constellation'), ('Constellation', 'vs'), ('vs', 'La'), ('La', 'Vengeance')]","['USS', 'Constellation', 'vs', 'La', 'Vengeance']","['PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN']","['NNP', 'NNP', 'IN', 'NNP', 'NNP']","['compound', 'ROOT', 'prep', 'compound', 'pobj']","['PRODUCT', 'PRODUCT', '', '', '']","{'uss': 1.0, 'constellation': 0.10980000999578508, 'vengeance': 0.6342981082495986}","['uss', 'constellation', 'vengeance']",editorial
Impericon Never Say Die! Tour,5,29,"[('Impericon', 'Never'), ('Never', 'Say'), ('Say', 'Die'), ('Die', '!'), ('!', 'Tour')]","['Impericon', 'never', 'say', 'die', 'tour']","['PROPN', 'ADV', 'VERB', 'VERB', 'VERB']","['NNP', 'RB', 'VB', 'VB', 'VB']","['nsubj', 'neg', 'ROOT', 'xcomp', 'ROOT']","['', '', '', '', '']","{'impericon': 0.007471655479169755, 'die': 0.015005708373037831, 'tour': 1.0}","['impericon', 'die', 'tour']",travel
2005 IIHF World Championship Division I,6,39,"[('2005', 'IIHF'), ('IIHF', 'World'), ('World', 'Championship'), ('Championship', 'Division'), ('Division', 'I')]","['2005', 'IIHF', 'World', 'Championship', 'Division', 'I']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PRON']","['CD', 'NNP', 'NNP', 'NNP', 'NNP', 'PRP']","['nummod', 'compound', 'compound', 'compound', 'ROOT', 'ROOT']","['DATE', '', 'EVENT', 'EVENT', 'EVENT', '']",{'iihf_world_championship_division': 1.0},['iihf_world_championship_division'],international
War of the Spanish Succession,5,29,"[('War', 'of'), ('of', 'the'), ('the', 'Spanish'), ('Spanish', 'Succession')]","['war', 'of', 'the', 'Spanish', 'Succession']","['NOUN', 'ADP', 'DET', 'PROPN', 'PROPN']","['NN', 'IN', 'DT', 'NNP', 'NNP']","['ROOT', 'prep', 'det', 'amod', 'pobj']","['', '', '', '', '']","{'war': 1.0, 'spanish': 0.06573458482087877, 'succession': 0.0213596703524282}","['war', 'spanish', 'succession']",politics
Hurricane Carol,2,15,"[('Hurricane', 'Carol')]","['Hurricane', 'Carol']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', 'PERSON']","{'hurricane': 1.0, 'carol': 0.01677066730052965}","['hurricane', 'carol']",travel
Perth Agreement,2,15,"[('Perth', 'Agreement')]","['Perth', 'Agreement']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']",{'perth_agreement': 1.0},['perth_agreement'],international
Capture of Le Quesnoy (1918),5,28,"[('Capture', 'of'), ('of', 'Le'), ('Le', 'Quesnoy'), ('Quesnoy', '('), ('(', '1918'), ('1918', ')')]","['capture', 'of', 'Le', 'Quesnoy', '1918']","['NOUN', 'ADP', 'PROPN', 'PROPN', 'NUM']","['NN', 'IN', 'NNP', 'NNP', 'CD']","['ROOT', 'prep', 'compound', 'pobj', 'appos']","['', '', '', '', 'DATE']","{'capture': 1.0, 'quesnoy': 0.039115510025242536}","['capture', 'quesnoy']",environment
Battle of Stavuchany,3,20,"[('Battle', 'of'), ('of', 'Stavuchany')]","['Battle', 'of', 'Stavuchany']","['PROPN', 'ADP', 'PROPN']","['NNP', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', '']","{'battle': 1.0, 'stavuchany': 0.008540730727941325}","['battle', 'stavuchany']",politics
Siege of Godesberg,3,18,"[('Siege', 'of'), ('of', 'Godesberg')]","['siege', 'of', 'Godesberg']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'GPE']","{'siege': 1.0, 'godesberg': 0.02421355819587572}","['siege', 'godesberg']",crime
Sino-Burmese War (1765–69),3,26,"[('Sino-Burmese', 'War'), ('War', '('), ('(', '1765–69'), ('1765–69', ')')]","['sino', 'burmese', 'War', '1765–69']","['ADJ', 'ADJ', 'PROPN', 'NUM']","['JJ', 'JJ', 'NNP', 'CD']","['amod', 'amod', 'ROOT', 'appos']","['NORP', 'NORP', 'NORP', '']","{'sino_burmese': 0.026639752083961115, 'war': 1.0}","['sino_burmese', 'war']",politics
Battle of Rostov (1941),4,23,"[('Battle', 'of'), ('of', 'Rostov'), ('Rostov', '('), ('(', '1941'), ('1941', ')')]","['Battle', 'of', 'Rostov', '1941']","['PROPN', 'ADP', 'PROPN', 'NUM']","['NNP', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', 'GPE', 'DATE']","{'battle': 1.0, 'rostov': 0.006948068681731898}","['battle', 'rostov']",politics
Hue–Da Nang Campaign,3,20,"[('Hue–Da', 'Nang'), ('Nang', 'Campaign')]","['Hue', '–', 'Da', 'Nang', 'Campaign']","['PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN']","['NNP', ':', 'NNP', 'NNP', 'NNP']","['compound', 'punct', 'compound', 'compound', 'ROOT']","['GPE', '', '', '', '']","{'hue': 0.03402880424981532, 'da_nang': 0.07255522408695722, 'campaign': 1.0}","['hue', 'da_nang', 'campaign']",politics
Battle of the 300 Champions,5,27,"[('Battle', 'of'), ('of', 'the'), ('the', '300'), ('300', 'Champions')]","['battle', 'of', 'the', '300', 'Champions']","['NOUN', 'ADP', 'DET', 'NUM', 'PROPN']","['NN', 'IN', 'DT', 'CD', 'NNPS']","['ROOT', 'prep', 'det', 'nummod', 'pobj']","['', '', '', 'CARDINAL', '']","{'battle': 1.0, 'champions': 0.10993342830152036}","['battle', 'champions']",politics
Battle of Les Avins,4,19,"[('Battle', 'of'), ('of', 'Les'), ('Les', 'Avins')]","['battle', 'of', 'Les', 'Avins']","['NOUN', 'ADP', 'PROPN', 'PROPN']","['NN', 'IN', 'NNP', 'NNPS']","['ROOT', 'prep', 'compound', 'pobj']","['', '', 'PERSON', 'PERSON']","{'battle': 1.0, 'avins': 0.006610694478492993}","['battle', 'avins']",politics
Hurricane Hernan (1996),3,23,"[('Hurricane', 'Hernan'), ('Hernan', '('), ('(', '1996'), ('1996', ')')]","['Hurricane', 'Hernan', '1996']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']","{'hurricane': 1.0, 'hernan': 0.007862198211050945}","['hurricane', 'hernan']",travel
Sventiany Offensive,2,19,"[('Sventiany', 'Offensive')]","['Sventiany', 'Offensive']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['ORG', 'ORG']","{'sventiany': 0.05887504649932471, 'offensive': 1.0}","['sventiany', 'offensive']",international
Hurricane Charley,2,17,"[('Hurricane', 'Charley')]","['Hurricane', 'Charley']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'hurricane': 1.0, 'charley': 0.009561107776258407}","['hurricane', 'charley']",travel
Battle of Mantinea (207 BC),5,27,"[('Battle', 'of'), ('of', 'Mantinea'), ('Mantinea', '('), ('(', '207'), ('207', 'BC'), ('BC', ')')]","['Battle', 'of', 'Mantinea', '207', 'BC']","['PROPN', 'ADP', 'PROPN', 'NUM', 'PROPN']","['NNP', 'IN', 'NNP', 'CD', 'NNP']","['ROOT', 'prep', 'pobj', 'nummod', 'npadvmod']","['', '', '', 'CARDINAL', '']","{'battle': 1.0, 'mantinea': 0.005521053867416867, 'bc': 0.02419118682037978}","['battle', 'mantinea', 'bc']",politics
2007 United Nations Climate Change Conference,6,45,"[('2007', 'United'), ('United', 'Nations'), ('Nations', 'Climate'), ('Climate', 'Change'), ('Change', 'Conference')]","['2007', 'United', 'Nations', 'Climate', 'Change', 'Conference']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'united': 1.0, 'nations': 0.9781448321178106, 'climate': 0.23812072946421994, 'change': 0.11126338976759502, 'conference': 0.9478449927095004}","['united', 'nations', 'climate', 'change', 'conference']",international
Frank Slide,2,11,"[('Frank', 'Slide')]","['Frank', 'Slide']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['PERSON', 'PERSON']","{'frank': 1.0, 'slide': 0.48478684189283333}","['frank', 'slide']",politics
Headstrong (Ashley Tisdale album),4,33,"[('Headstrong', '('), ('(', 'Ashley'), ('Ashley', 'Tisdale'), ('Tisdale', 'album'), ('album', ')')]","['Headstrong', 'Ashley', 'Tisdale', 'album']","['PROPN', 'PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NNP', 'NN']","['ROOT', 'compound', 'compound', 'appos']","['', 'PERSON', 'PERSON', '']","{'headstrong': 0.15089153536386285, 'ashley_tisdale': 0.15089153536386285, 'album': 1.0}","['headstrong', 'ashley_tisdale', 'album']",editorial
"Seriously, Live! World Tour",4,27,"[('Seriously', ','), (',', 'Live'), ('Live', '!'), ('!', 'World'), ('World', 'Tour')]","['seriously', 'Live', 'World', 'Tour']","['ADV', 'PROPN', 'PROPN', 'PROPN']","['RB', 'NNP', 'NNP', 'NNP']","['advmod', 'ROOT', 'compound', 'ROOT']","['', '', 'EVENT', 'EVENT']","{'seriously': 0.010302725066991356, 'live': 0.1296699595776443, 'world': 0.7396629360834748, 'tour': 1.0}","['seriously', 'live', 'world', 'tour']",environment
Vengeance_ Night of Champions,4,29,"[('Vengeance_', 'Night'), ('Night', 'of'), ('of', 'Champions')]","['vengeance', 'Night', 'of', 'Champions']","['NOUN', 'PROPN', 'ADP', 'PROPN']","['NN', 'NNP', 'IN', 'NNPS']","['ROOT', 'appos', 'prep', 'pobj']","['', '', '', '']","{'vengeance': 0.25650410967302434, 'champions': 1.0}","['vengeance', 'champions']",international
The 'US' Tour,3,13,"[('The', ""'US""), (""'US"", ""'""), (""'"", 'Tour')]","['the', 'US', 'tour']","['DET', 'PROPN', 'NOUN']","['DT', 'NNP', 'NN']","['det', 'nmod', 'ROOT']","['', '', '']",{'tour': 1.0},['tour'],travel
The Ultimate Fighter_ China,4,27,"[('The', 'Ultimate'), ('Ultimate', 'Fighter_'), ('Fighter_', 'China')]","['the', 'Ultimate', 'Fighter', 'China']","['DET', 'PROPN', 'PROPN', 'PROPN']","['DT', 'NNP', 'NNP', 'NNP']","['det', 'compound', 'ROOT', 'appos']","['', '', '', 'GPE']","{'ultimate': 0.7753965930781639, 'fighter': 0.25879046727222743, 'china': 1.0}","['ultimate', 'fighter', 'china']",lifestyle
